id_postulante,Escuela,Apto,Puntaje
z6683166,INGENIERIA,NO,955.822
x4804352,INGENIERIA,NO,974.736
y3266632,INGENIERIA,NO,978.17
z6918076,INGENIERIA,NO,997.306
x4835842,INGENIERIA,NO,999.26
y5548199,INGENIERIA,NO,1008.02
z6971063,INGENIERIA,NO,1038.79
x5348829,INGENIERIA,NO,1106.35
y2781798,INGENIERIA,NO,1135.13
z1575510,INGENIERIA,NO,1141.31
x0525798,INGENIERIA,NO,1143.96
y3653213,INGENIERIA,NO,1148.25
z6592848,INGENIERIA,NO,1153.84
x5388228,INGENIERIA,NO,1165.79
y3628055,INGENIERIA,NO,1174.726
z0417384,INGENIERIA,NO,1180.78
x1926430,INGENIERIA,NO,1189.17
y4570015,INGENIERIA,NO,1191.87
z5252532,INGENIERIA,NO,1197.758
x4173321,INGENIERIA,NO,1234.17
y0179652,INGENIERIA,NO,1264.28
z3621222,INGENIERIA,NO,1268.62
x1591833,INGENIERIA,NO,1291.13
y4460396,INGENIERIA,NO,1314.87
z6698564,INGENIERIA,NO,1315.644
x2941621,INGENIERIA,NO,1344.88
y5514982,INGENIERIA,NO,1347.89
z4599481,INGENIERIA,NO,1350.11
x8551685,INGENIERIA,NO,1358.052
y4898413,INGENIERIA,NO,1359.22
z0759051,INGENIERIA,NO,1392.19
x0759019,INGENIERIA,NO,1392.5
y4640807,INGENIERIA,NO,1405.28
z2438582,INGENIERIA,NO,1409.21
x5772976,INGENIERIA,NO,1437.28
y5692305,INGENIERIA,NO,1450.764
z3757959,INGENIERIA,NO,1464.71
x3764172,INGENIERIA,NO,1467.76
y0198293,INGENIERIA,NO,1478.466
z4808775,INGENIERIA,NO,1483.52
x6871794,INGENIERIA,NO,1495.29
y6722197,INGENIERIA,NO,1507.854
z3763007,INGENIERIA,NO,1514.43
x4808842,INGENIERIA,NO,1515.94
y3523882,INGENIERIA,SI,1526.54
z3379817,INGENIERIA,SI,1539.13
x4355102,INGENIERIA,SI,1631.41
y5022174,INGENIERIA,SI,1637.82
z3644618,INGENIERIA,SI,1643.62
x0758763,INGENIERIA,SI,1647.47
y0069698,INGENIERIA,SI,1650.512
z1000742,INGENIERIA,SI,1655.53
x7692274,INGENIERIA,SI,1657.19
y3142196,INGENIERIA,SI,1681.124
z5272940,INGENIERIA,SI,1681.97
x3508562,INGENIERIA,SI,1724.042
y5794641,INGENIERIA,SI,1730.14
z3814386,INGENIERIA,SI,1747.79
x5335229,INGENIERIA,SI,1762.66
y0759163,INGENIERIA,SI,1776.11
z5867588,INGENIERIA,SI,1825.62
x5543729,INGENIERIA,SI,1846.87
y4248459,INGENIERIA,SI,2067.68
z4599257,INGENIERIA,SI,2072.26
x3315999,INGENIERIA,SI,2074.93
y4173962,INGENIERIA,SI,2093.54
z0068427,INGENIERIA,NO,618.266
x4200006,INGENIERIA,NO,721.55
y3277827,INGENIERIA,NO,764.04
z5842723,INGENIERIA,NO,771.24
x0402726,INGENIERIA,NO,780.89
y0764560,INGENIERIA,NO,903.672
z0170791,INGENIERIA,NO,911.74
x3944362,INGENIERIA,NO,920.49
y0758860,INGENIERIA,NO,936.14
z7659190,INGENIERIA,NO,936.432
x6754156,INGENIERIA,NO,939.578
y0497241,INGENIERIA,NO,951.97
z4835870,INGENIERIA,NO,957.62
x4351497,INGENIERIA,NO,959.47
y6606465,INGENIERIA,NO,963.09
z4725093,INGENIERIA,NO,972.87
x3312748,INGENIERIA,NO,973.11
y2076662,INGENIERIA,NO,977.79
z4151872,INGENIERIA,NO,978.79
x3977652,INGENIERIA,NO,983.45
y1490911,INGENIERIA,NO,986.5
z6288263,INGENIERIA,NO,1012.72
x2002994,INGENIERIA,NO,1013.84
y1377447,INGENIERIA,NO,1019.55
z3806279,INGENIERIA,NO,1028.83
x6984445,INGENIERIA,NO,1032.11
y6008624,INGENIERIA,NO,1036.11
z0732820,INGENIERIA,NO,1049.27
x0632864,INGENIERIA,NO,1049.632
y5329569,INGENIERIA,NO,1050.33
z6372864,INGENIERIA,NO,1055.93
x3807864,INGENIERIA,NO,1085.29
y6701106,INGENIERIA,NO,1095.2
z1921582,INGENIERIA,NO,1100.228
x6953685,INGENIERIA,NO,1101.106
y4397085,INGENIERIA,NO,1101.57
z5609202,INGENIERIA,NO,1105.7
x1637226,INGENIERIA,NO,1110.21
y5453071,INGENIERIA,NO,1115.738
z3652923,INGENIERIA,NO,1133.23
x5402178,INGENIERIA,NO,1136.11
y0857498,INGENIERIA,NO,1143.516
z0066455,INGENIERIA,NO,1143.85
x0837650,INGENIERIA,NO,1146.432
y3384974,INGENIERIA,NO,1151.522
z0646960,INGENIERIA,NO,1160.98
x0175774,INGENIERIA,NO,1170.38
y0909007,INGENIERIA,NO,1172.1
z6134863,INGENIERIA,NO,1175.31
x3942504,INGENIERIA,NO,1185.758
y5094646,INGENIERIA,NO,1191.41
z8550702,INGENIERIA,NO,1204.35
x0068921,INGENIERIA,NO,1204.73
y0173313,INGENIERIA,NO,1208.43
z0351937,INGENIERIA,NO,1212.924
x0983307,INGENIERIA,NO,1218.91
y4963581,INGENIERIA,NO,1219.64
z0983289,INGENIERIA,NO,1226.622
x1581123,INGENIERIA,NO,1226.63
y5918029,INGENIERIA,NO,1228.78
z6182164,INGENIERIA,NO,1243.19
x6471445,INGENIERIA,NO,1244.66
y1439378,INGENIERIA,NO,1250.31
z5517856,INGENIERIA,NO,1254.5
x1784497,INGENIERIA,NO,1263.84
y3946324,INGENIERIA,NO,1266.4
z4566067,INGENIERIA,NO,1271.7
x1695488,INGENIERIA,NO,1272.65
y0200357,INGENIERIA,NO,1279.43
z2501430,INGENIERIA,NO,1280.318
x3735546,INGENIERIA,NO,1282.63
y1000670,INGENIERIA,NO,1288.486
z2211409,INGENIERIA,NO,1299.202
x4951196,INGENIERIA,NO,1305.22
y3697312,INGENIERIA,NO,1312.122
z0486547,INGENIERIA,NO,1313.82
x2737927,INGENIERIA,NO,1314.926
y6849034,INGENIERIA,NO,1315.062
z0437647,INGENIERIA,NO,1326.12
x3274335,INGENIERIA,NO,1330.62
y7125001,INGENIERIA,NO,1335.33
z0467503,INGENIERIA,NO,1336.04
x2393352,INGENIERIA,NO,1340.3
y6434973,INGENIERIA,NO,1350.12
z7501361,INGENIERIA,NO,1350.344
x7821935,INGENIERIA,NO,1355.7
y3525383,INGENIERIA,NO,1358.66
z7506871,INGENIERIA,NO,1361.88
x0204539,INGENIERIA,NO,1369.346
y5551860,INGENIERIA,NO,1374.19
z0422555,INGENIERIA,NO,1378.64
x0836907,INGENIERIA,NO,1379.29
y0850589,INGENIERIA,NO,1381.11
z3645599,INGENIERIA,NO,1383.72
x0444234,INGENIERIA,NO,1388.21
y6861164,INGENIERIA,NO,1389.054
z3945507,INGENIERIA,NO,1389.11
x4930175,INGENIERIA,NO,1389.36
y1340473,INGENIERIA,NO,1392.2
z0224768,INGENIERIA,NO,1392.61
x7172832,INGENIERIA,NO,1393.37
y0487588,INGENIERIA,NO,1394.32
z4958840,INGENIERIA,NO,1400.61
x2144692,INGENIERIA,NO,1406.38
y4163859,INGENIERIA,NO,1411.232
z4202757,INGENIERIA,NO,1415.97
x4729833,INGENIERIA,NO,1416.15
y2757608,INGENIERIA,NO,1425.468
z0456201,INGENIERIA,NO,1433.21
x2216342,INGENIERIA,NO,1434.4
y6039535,INGENIERIA,NO,1436.94
z5340659,INGENIERIA,NO,1437.61
x5503323,INGENIERIA,NO,1466.5
y7576582,INGENIERIA,NO,1477.09
z6294470,INGENIERIA,NO,1489.49
x6471843,INGENIERIA,NO,1494.29
y4220677,INGENIERIA,NO,1497.58
z2554978,INGENIERIA,NO,1505.77
x3311546,INGENIERIA,NO,1510.37
y6308845,INGENIERIA,NO,1512.08
z5340352,INGENIERIA,NO,1513.8
x7235198,INGENIERIA,NO,1517.102
y0068918,INGENIERIA,NO,1517.49
z4297229,INGENIERIA,NO,1518.054
x0180764,INGENIERIA,NO,1518.84
y6933105,INGENIERIA,NO,1520.22
z4124344,INGENIERIA,NO,1527.47
x5471465,INGENIERIA,NO,1527.5
y3761255,INGENIERIA,NO,1528.058
z3817405,INGENIERIA,NO,1529.45
x0982883,INGENIERIA,NO,1531.21
y0457921,INGENIERIA,NO,1536.508
z6944525,INGENIERIA,NO,1536.77
x3360056,INGENIERIA,NO,1542.13
y0909385,INGENIERIA,NO,1544.91
z5894142,INGENIERIA,NO,1550.1
x3590846,INGENIERIA,NO,1553.31
y1233347,INGENIERIA,NO,1555.19
z0417416,INGENIERIA,NO,1556.96
x3951082,INGENIERIA,NO,1557.28
y0487602,INGENIERIA,NO,1566.12
z3308056,INGENIERIA,NO,1566.262
x6762366,INGENIERIA,NO,1568.662
y5238904,INGENIERIA,NO,1570.02
z0850260,INGENIERIA,NO,1570.05
x6768505,INGENIERIA,NO,1577.236
y0983469,INGENIERIA,NO,1577.54
z4350492,INGENIERIA,NO,1587.746
x0759208,INGENIERIA,NO,1587.99
y0180185,INGENIERIA,NO,1592.79
z6639280,INGENIERIA,NO,1594.67
x0909655,INGENIERIA,NO,1595.02
y5484426,INGENIERIA,NO,1599.98
z3494936,INGENIERIA,NO,1603.26
x7175392,INGENIERIA,NO,1613.502
y0150883,INGENIERIA,NO,1614.05
z3477485,INGENIERIA,NO,1617.026
x4285832,INGENIERIA,NO,1620.962
y6916587,INGENIERIA,NO,1621.32
z7475256,INGENIERIA,NO,1622.866
x4424986,INGENIERIA,NO,1623.81
y6262489,INGENIERIA,NO,1627.12
z6944193,INGENIERIA,NO,1627.45
x0754508,INGENIERIA,NO,1628.302
y4357644,INGENIERIA,NO,1628.894
z1882064,INGENIERIA,NO,1640.92
x1754853,INGENIERIA,NO,1647.09
y5856561,INGENIERIA,NO,1651.11
z6597499,INGENIERIA,NO,1653.36
x3588351,INGENIERIA,NO,1654.18
y0176491,INGENIERIA,NO,1657.84
z5914631,INGENIERIA,NO,1662.66
x5953812,INGENIERIA,NO,1665.7
y3538342,INGENIERIA,NO,1667.97
z5600877,INGENIERIA,NO,1672.962
x5196817,INGENIERIA,NO,1675.686
y1946441,INGENIERIA,NO,1675.764
z6231426,INGENIERIA,NO,1679
x5580812,INGENIERIA,NO,1681.09
y0837551,INGENIERIA,NO,1684.01
z0179854,INGENIERIA,NO,1686.96
x3855471,INGENIERIA,NO,1693.55
y5355048,INGENIERIA,NO,1694.11
z1870734,INGENIERIA,NO,1696.19
x0417191,INGENIERIA,NO,1702.68
y7692284,INGENIERIA,NO,1707.406
z0836742,INGENIERIA,NO,1713.38
x0749014,INGENIERIA,NO,1717.83
y7907807,INGENIERIA,NO,1722.81
z0850776,INGENIERIA,NO,1723.02
x0417404,INGENIERIA,NO,1723.21
y4217034,INGENIERIA,NO,1723.59
z3311510,INGENIERIA,NO,1729.93
x7687383,INGENIERIA,NO,1735.89
y3770130,INGENIERIA,NO,1737.41
z0850402,INGENIERIA,NO,1740.056
x5395358,INGENIERIA,NO,1740.43
y0067907,INGENIERIA,NO,1741.77
z1063224,INGENIERIA,NO,1742.854
x4085999,INGENIERIA,NO,1745.448
y3418806,INGENIERIA,NO,1745.654
z0850598,INGENIERIA,NO,1747.63
x4238272,INGENIERIA,NO,1748.29
y2396757,INGENIERIA,NO,1750.95
z0486260,INGENIERIA,NO,1754.29
x3250898,INGENIERIA,NO,1756.83
y0909686,INGENIERIA,NO,1759.66
z8104282,INGENIERIA,NO,1761.236
x3486201,INGENIERIA,NO,1766.08
y1867724,INGENIERIA,NO,1768.246
z3647998,INGENIERIA,NO,1772.28
x3768904,INGENIERIA,NO,1772.71
y7494069,INGENIERIA,NO,1775.37
z7804267,INGENIERIA,NO,1776.46
x3141482,INGENIERIA,NO,1778.67
y5850082,INGENIERIA,NO,1779.49
z6818629,INGENIERIA,NO,1779.7
x1720048,INGENIERIA,NO,1781.232
y4242044,INGENIERIA,NO,1782.378
z3303237,INGENIERIA,NO,1786.13
x7052051,INGENIERIA,NO,1787.9
y0908996,INGENIERIA,NO,1788.72
z5094665,INGENIERIA,NO,1790.11
x3931169,INGENIERIA,NO,1801.98
y3648191,INGENIERIA,NO,1803.81
z3705530,INGENIERIA,NO,1805.13
x0850730,INGENIERIA,NO,1807.146
y2011842,INGENIERIA,NO,1807.39
z5953377,INGENIERIA,NO,1810.132
x0437580,INGENIERIA,NO,1813.35
y0732724,INGENIERIA,NO,1813.65
z5594170,INGENIERIA,NO,1813.904
x7575333,INGENIERIA,NO,1814.29
y4396978,INGENIERIA,NO,1818.08
z3300788,INGENIERIA,NO,1818.15
x4055064,INGENIERIA,NO,1818.714
y4349268,INGENIERIA,NO,1820.438
z1445190,INGENIERIA,NO,1821.64
x7138917,INGENIERIA,NO,1822.33
y6157392,INGENIERIA,NO,1825.05
z5383787,INGENIERIA,NO,1828.808
x6412168,INGENIERIA,NO,1831.15
y4599819,INGENIERIA,NO,1834.3
z4494637,INGENIERIA,NO,1837.47
x5396299,INGENIERIA,NO,1839.024
y2175058,INGENIERIA,NO,1842.85
z0244466,INGENIERIA,NO,1843.64
x0066252,INGENIERIA,NO,1846.68
y3821296,INGENIERIA,NO,1847.87
z6350893,INGENIERIA,NO,1849.482
x5259889,INGENIERIA,NO,1849.876
y3384234,INGENIERIA,NO,1850.65
z1160993,INGENIERIA,NO,1852.27
x0255101,INGENIERIA,NO,1854.68
y3963910,INGENIERIA,NO,1856.472
z6869531,INGENIERIA,NO,1857.94
x2740670,INGENIERIA,NO,1860.72
y1293695,INGENIERIA,NO,1863.39
z5780172,INGENIERIA,NO,1863.816
x4836262,INGENIERIA,NO,1865.49
y3810934,INGENIERIA,NO,1868.76
z1063599,INGENIERIA,NO,1880.62
x0850257,INGENIERIA,NO,1887.05
y5886598,INGENIERIA,NO,1887.91
z6587814,INGENIERIA,NO,1890.83
x7095421,INGENIERIA,NO,1895.33
y6325850,INGENIERIA,NO,1897.47
z1464928,INGENIERIA,NO,1900.67
x2073761,INGENIERIA,NO,1903.65
y2495321,INGENIERIA,NO,1904.98
z1644741,INGENIERIA,NO,1905.53
x0850143,INGENIERIA,NO,1910.29
y7330468,INGENIERIA,NO,1911.95
z3582166,INGENIERIA,NO,1920.33
x0837511,INGENIERIA,NO,1925.96
y2383530,INGENIERIA,NO,1936.628
z3806078,INGENIERIA,NO,1937.74
x0757743,INGENIERIA,NO,1945.42
y5926709,INGENIERIA,NO,1947
z2883240,INGENIERIA,NO,1947.28
x1584892,INGENIERIA,NO,1951.13
y6940062,INGENIERIA,NO,1955.12
z1731495,INGENIERIA,NO,1957.672
x4766245,INGENIERIA,NO,1959.28
y5395876,INGENIERIA,NO,1960.61
z3616819,INGENIERIA,NO,1961.45
x3214335,INGENIERIA,NO,1963.25
y3341322,INGENIERIA,NO,1964.57
z1857224,INGENIERIA,NO,1966.28
x7505069,INGENIERIA,NO,1969.984
y7505234,INGENIERIA,NO,1971.75
z4178545,INGENIERIA,NO,1976.69
x0171856,INGENIERIA,NO,1977.68
y5749611,INGENIERIA,NO,1985.69
z4560900,INGENIERIA,NO,1991.54
x7486968,INGENIERIA,NO,1998.84
y1478248,INGENIERIA,NO,2006.76
z6167073,INGENIERIA,NO,2009.582
x4234554,INGENIERIA,NO,2032.442
y4435645,INGENIERIA,NO,2034.55
z3465298,INGENIERIA,NO,2055.63
x3636223,INGENIERIA,NO,2057.53
y5998686,INGENIERIA,NO,2084.33
z5342429,INGENIERIA,NO,2093.19
x2859072,INGENIERIA,NO,2093.28
y5402764,INGENIERIA,NO,2098.474
z4984066,INGENIERIA,NO,2104.67
x0177603,INGENIERIA,NO,2111.74
y3747801,INGENIERIA,NO,2125.18
z3300064,INGENIERIA,NO,2127.262
x0183472,INGENIERIA,NO,2137.84
y4309521,INGENIERIA,NO,2138.46
z4122493,INGENIERIA,NO,2145.81
x3822221,INGENIERIA,NO,2147.18
y5572808,INGENIERIA,NO,2162.34
z3299023,INGENIERIA,NO,2177.24
x5431266,INGENIERIA,NO,2182.61
y3714356,INGENIERIA,NO,2194.21
z2494545,INGENIERIA,NO,2228.62
x5820216,INGENIERIA,SI,2229.69
y4034637,INGENIERIA,SI,2249.7
z2088921,INGENIERIA,SI,2254.82
x3385006,INGENIERIA,SI,2259.38
y7497165,INGENIERIA,SI,2259.87
z3312687,INGENIERIA,SI,2270.708
x6585682,INGENIERIA,SI,2278.18
y3020196,INGENIERIA,SI,2292.11
z0604023,INGENIERIA,SI,2294.03
x5396856,INGENIERIA,SI,2306.13
y5672408,INGENIERIA,SI,2311.72
z0921320,INGENIERIA,SI,2323.8
x3272376,INGENIERIA,SI,2348.19
y2788176,INGENIERIA,SI,2351.05
z1024980,INGENIERIA,SI,2365.764
x1001868,INGENIERIA,SI,2405.412
y5374510,INGENIERIA,SI,2448.05
z0732838,INGENIERIA,SI,2454.01
x0180327,INGENIERIA,SI,2459.37
y0758674,INGENIERIA,SI,2538.298
z2845861,INGENIERIA,SI,2552.174
x6560551,INGENIERIA,SI,2561.17
y0850477,INGENIERIA,NO,704.904
z3711063,INGENIERIA,NO,709.74
x3760675,INGENIERIA,NO,777.19
y6469713,INGENIERIA,NO,797.94
z1877636,INGENIERIA,NO,814.79
x1751652,INGENIERIA,NO,823.72
y6032998,INGENIERIA,NO,828.29
z6934708,INGENIERIA,NO,832.37
x1451272,INGENIERIA,NO,841.04
y3773398,INGENIERIA,NO,910.47
z3744454,INGENIERIA,NO,912.48
x3747953,INGENIERIA,NO,915.192
y3822202,INGENIERIA,NO,961.34
z0943822,INGENIERIA,NO,973.18
x0068419,INGENIERIA,NO,988.764
y0174955,INGENIERIA,NO,1001.12
z0732745,INGENIERIA,NO,1022.37
x3525325,INGENIERIA,NO,1036.85
y6323503,INGENIERIA,NO,1038.79
z3452955,INGENIERIA,NO,1055.924
x0174541,INGENIERIA,NO,1057.532
y5484438,INGENIERIA,NO,1060.664
z0068101,INGENIERIA,NO,1061.93
x2662311,INGENIERIA,NO,1074.72
y5934832,INGENIERIA,NO,1075.01
z5115289,INGENIERIA,NO,1084.26
x5338246,INGENIERIA,NO,1089.22
y3865420,INGENIERIA,NO,1092.42
z5876272,INGENIERIA,NO,1104.9
x5965277,INGENIERIA,NO,1108.4
y4349216,INGENIERIA,NO,1110.22
z1988873,INGENIERIA,NO,1119.57
x3854950,INGENIERIA,NO,1119.87
y7279773,INGENIERIA,NO,1126
z4969375,INGENIERIA,NO,1126.884
x6544040,INGENIERIA,NO,1127.27
y6089436,INGENIERIA,NO,1129.1
z5231895,INGENIERIA,NO,1139.15
x3463146,INGENIERIA,NO,1143
y1628970,INGENIERIA,NO,1158.65
z2016004,INGENIERIA,NO,1173.718
x4166202,INGENIERIA,NO,1176.55
y0171019,INGENIERIA,NO,1181.98
z7472412,INGENIERIA,NO,1183.29
x3763883,INGENIERIA,NO,1184.48
y1505621,INGENIERIA,NO,1201.23
z4277638,INGENIERIA,NO,1211.002
x6421015,INGENIERIA,NO,1217.36
y0758926,INGENIERIA,NO,1222.03
z3385740,INGENIERIA,NO,1222.19
x3753027,INGENIERIA,NO,1226.346
y0837046,INGENIERIA,NO,1231.01
z0176200,INGENIERIA,NO,1236.514
x4766248,INGENIERIA,NO,1246.624
y1877639,INGENIERIA,NO,1250.158
z7131272,INGENIERIA,NO,1254.29
x1525304,INGENIERIA,NO,1255.8
y4154356,INGENIERIA,NO,1270.6
z0770490,INGENIERIA,NO,1271.916
x4887675,INGENIERIA,NO,1278.08
y1064437,INGENIERIA,NO,1278.554
z3251976,INGENIERIA,NO,1281.55
x6437559,INGENIERIA,NO,1282.414
y2471475,INGENIERIA,NO,1285.2
z4206695,INGENIERIA,NO,1285.448
x7803872,INGENIERIA,NO,1287.6
y1991569,INGENIERIA,NO,1289.122
z0938402,INGENIERIA,NO,1295.82
x5475364,INGENIERIA,NO,1297.01
y4490910,INGENIERIA,NO,1299.54
z3392453,INGENIERIA,NO,1306.15
x0068407,INGENIERIA,NO,1311.73
y5506321,INGENIERIA,NO,1316.37
z6679193,INGENIERIA,NO,1318.35
x4360108,INGENIERIA,NO,1319.54
y0850337,INGENIERIA,NO,1320.522
z2482127,INGENIERIA,NO,1321.37
x0732671,INGENIERIA,NO,1327.05
y5498086,INGENIERIA,NO,1328.04
z7100044,INGENIERIA,NO,1333.11
x4951239,INGENIERIA,NO,1340.23
y2879025,INGENIERIA,NO,1344.59
z0982820,INGENIERIA,NO,1350.93
x3820016,INGENIERIA,NO,1354.3
y4154291,INGENIERIA,NO,1356.53
z3380943,INGENIERIA,NO,1357.53
x7137464,INGENIERIA,NO,1359.97
y3581965,INGENIERIA,NO,1367.17
z5364475,INGENIERIA,NO,1381.744
x3483025,INGENIERIA,NO,1382.578
y3457460,INGENIERIA,NO,1386.79
z3706007,INGENIERIA,NO,1390.74
x0764731,INGENIERIA,NO,1401.22
y1935655,INGENIERIA,NO,1408.16
z5793910,INGENIERIA,NO,1424.564
x3983182,INGENIERIA,NO,1425.134
y6970342,INGENIERIA,NO,1435.52
z5374328,INGENIERIA,NO,1435.846
x5998833,INGENIERIA,NO,1438.28
y4541036,INGENIERIA,NO,1451.298
z3742967,INGENIERIA,NO,1453.1
x1719433,INGENIERIA,NO,1459.75
y3821144,INGENIERIA,NO,1462.66
z0180366,INGENIERIA,NO,1464.92
x1982261,INGENIERIA,NO,1466.486
y0422457,INGENIERIA,NO,1472.11
z3609705,INGENIERIA,NO,1475.08
x3385654,INGENIERIA,NO,1477.256
y0850362,INGENIERIA,NO,1479.52
z1507004,INGENIERIA,NO,1484.746
x6916915,INGENIERIA,NO,1498.22
y7804041,INGENIERIA,NO,1502.92
z1841455,INGENIERIA,NO,1513.18
x6357848,INGENIERIA,NO,1523.534
y3361486,INGENIERIA,NO,1525.722
z0418422,INGENIERIA,NO,1554.014
x7671220,INGENIERIA,NO,1554.92
y4451767,INGENIERIA,NO,1566.13
z0206582,INGENIERIA,NO,1568.52
x0068827,INGENIERIA,NO,1569.41
y6926583,INGENIERIA,NO,1578.84
z2005203,INGENIERIA,NO,1579.89
x5223343,INGENIERIA,NO,1579.982
y3770727,INGENIERIA,NO,1584.52
z5936542,INGENIERIA,NO,1594.06
x4307421,INGENIERIA,NO,1594.36
y7379612,INGENIERIA,NO,1612
z6545097,INGENIERIA,NO,1614.24
x1505819,INGENIERIA,NO,1615.752
y3462964,INGENIERIA,NO,1619.56
z6645774,INGENIERIA,NO,1629.07
x0850170,INGENIERIA,NO,1633.7
y4948746,INGENIERIA,NO,1636.58
z1950004,INGENIERIA,NO,1643.14
x5153190,INGENIERIA,NO,1653.6
y0172853,INGENIERIA,NO,1656.64
z6514625,INGENIERIA,NO,1659.888
x3029104,INGENIERIA,NO,1663.54
y6349720,INGENIERIA,NO,1666.89
z3477171,INGENIERIA,NO,1674.7
x6397473,INGENIERIA,NO,1680.04
y0732674,INGENIERIA,NO,1682.27
z2099422,INGENIERIA,NO,1684.85
x4640808,INGENIERIA,NO,1691.2
y6966425,INGENIERIA,NO,1700.174
z5342035,INGENIERIA,NO,1711.48
x5547234,INGENIERIA,NO,1712.51
y0472289,INGENIERIA,NO,1723.11
z2883282,INGENIERIA,NO,1725.086
x4254894,INGENIERIA,NO,1729.86
y5163839,INGENIERIA,NO,1732.6
z2161634,INGENIERIA,NO,1742.13
x4378282,INGENIERIA,NO,1757.73
y0850507,INGENIERIA,NO,1777.83
z3648234,INGENIERIA,NO,1792.72
x2456128,INGENIERIA,NO,1798.8
y6560557,INGENIERIA,NO,1800.966
z0174016,INGENIERIA,NO,1804.35
x6753946,INGENIERIA,SI,1813.822
y1562745,INGENIERIA,SI,1827.258
z5386812,INGENIERIA,SI,1832.43
x0208398,INGENIERIA,SI,1841.53
y3951133,INGENIERIA,SI,1848.474
z5343043,INGENIERIA,SI,1859.27
x3427188,INGENIERIA,SI,1861.57
y1723610,INGENIERIA,SI,1871.83
z1759561,INGENIERIA,SI,1873.22
x1720128,INGENIERIA,SI,1888.206
y3312696,INGENIERIA,SI,1914.87
z3943291,INGENIERIA,SI,1916.03
x0850179,INGENIERIA,SI,1939.77
y6186053,INGENIERIA,SI,1950.39
z2883440,INGENIERIA,SI,1995.81
x2111279,INGENIERIA,SI,2005.36
y3124580,INGENIERIA,SI,2014.01
z4528397,INGENIERIA,SI,2045.2
x1325506,INGENIERIA,SI,2073.9
y0850367,INGENIERIA,SI,2085.85
z1348509,INGENIERIA,SI,2132.15
x3538229,INGENIERIA,SI,2386.08
y5697511,INGENIERIA,NO,601.654
z6966378,INGENIERIA,NO,657.86
x3763960,INGENIERIA,NO,682.54
y1965376,INGENIERIA,NO,724.27
z5758839,INGENIERIA,NO,796.19
x4958369,INGENIERIA,NO,845.15
y5196392,INGENIERIA,NO,859.582
z5784809,INGENIERIA,NO,861.82
x3638714,INGENIERIA,NO,896.75
y3710057,INGENIERIA,NO,898.92
z4382455,INGENIERIA,NO,914.198
x3707690,INGENIERIA,NO,920.106
y1496422,INGENIERIA,NO,932.61
z2005282,INGENIERIA,NO,934.618
x3643605,INGENIERIA,NO,934.892
y0837005,INGENIERIA,NO,954.35
z0069678,INGENIERIA,NO,968.29
x3311197,INGENIERIA,NO,985.38
y3199302,INGENIERIA,NO,1010.17
z0174561,INGENIERIA,NO,1010.63
x4220409,INGENIERIA,NO,1011.674
y4057382,INGENIERIA,NO,1012.23
z3713122,INGENIERIA,NO,1040.544
x0837163,INGENIERIA,NO,1050.78
y7682701,INGENIERIA,NO,1052.09
z2161559,INGENIERIA,NO,1077.806
x7299295,INGENIERIA,NO,1103.11
y3712257,INGENIERIA,NO,1115.95
z6851703,INGENIERIA,NO,1116.898
x5509734,INGENIERIA,NO,1117.45
y4347190,INGENIERIA,NO,1118.3
z4206305,INGENIERIA,NO,1127.72
x7569540,INGENIERIA,NO,1133.02
y5125212,INGENIERIA,NO,1136.216
z0850593,INGENIERIA,NO,1137.15
x4152643,INGENIERIA,NO,1140.49
y0758896,INGENIERIA,NO,1142.646
z3230764,INGENIERIA,NO,1146.03
x5959860,INGENIERIA,NO,1152.28
y5503437,INGENIERIA,NO,1154.162
z3313311,INGENIERIA,NO,1166.74
x4238387,INGENIERIA,NO,1173.79
y0178472,INGENIERIA,NO,1187.81
z2452597,INGENIERIA,NO,1197.88
x0422519,INGENIERIA,NO,1198.27
y5233442,INGENIERIA,NO,1204.934
z8373493,INGENIERIA,NO,1209.29
x3651575,INGENIERIA,NO,1209.48
y7077378,INGENIERIA,NO,1214.16
z3822211,INGENIERIA,NO,1220.34
x4658572,INGENIERIA,NO,1227.09
y4753446,INGENIERIA,NO,1228.51
z2608955,INGENIERIA,NO,1231.77
x3818260,INGENIERIA,NO,1232.21
y5783670,INGENIERIA,NO,1240.352
z0384443,INGENIERIA,NO,1242.52
x6388190,INGENIERIA,NO,1249.25
y3945963,INGENIERIA,NO,1253.48
z3024126,INGENIERIA,NO,1257.17
x4399704,INGENIERIA,NO,1258.1
y5902747,INGENIERIA,NO,1261.448
z3352476,INGENIERIA,NO,1263.6
x3114246,INGENIERIA,NO,1265.24
y5735831,INGENIERIA,NO,1273.31
z2331976,INGENIERIA,NO,1273.426
x0982941,INGENIERIA,NO,1276.01
y7176136,INGENIERIA,NO,1283.068
z3647416,INGENIERIA,NO,1284.75
x1864536,INGENIERIA,NO,1291.87
y0065754,INGENIERIA,NO,1296.98
z3822223,INGENIERIA,NO,1301.328
x7565505,INGENIERIA,NO,1301.792
y5258178,INGENIERIA,NO,1304
z6338628,INGENIERIA,NO,1314.79
x5251831,INGENIERIA,NO,1320.65
y1629004,INGENIERIA,NO,1321.3
z6167655,INGENIERIA,NO,1328.04
x3619607,INGENIERIA,NO,1334.51
y3821238,INGENIERIA,NO,1341.798
z4624489,INGENIERIA,NO,1342.92
x7486659,INGENIERIA,NO,1343.002
y4601021,INGENIERIA,NO,1344.48
