id_postulante,Escuela,Apto,Puntaje
z6832308,INGENIERIA,NO,1348.424
x2348846,INGENIERIA,NO,1361.55
y6010381,INGENIERIA,NO,1365.23
z2909644,INGENIERIA,NO,1369.02
x5314957,INGENIERIA,NO,1369.3
y5755383,INGENIERIA,NO,1369.9
z0452876,INGENIERIA,NO,1372.32
x2043995,INGENIERIA,NO,1373.08
y0764722,INGENIERIA,NO,1378.29
z4745861,INGENIERIA,NO,1378.39
x5218407,INGENIERIA,NO,1378.562
y1751641,INGENIERIA,NO,1378.71
z6855779,INGENIERIA,NO,1379.08
x4440581,INGENIERIA,NO,1379.67
y5363184,INGENIERIA,NO,1382.22
z0456223,INGENIERIA,NO,1386.124
x0836488,INGENIERIA,NO,1386.448
y6774107,INGENIERIA,NO,1386.46
z3643394,INGENIERIA,NO,1388.274
x4057187,INGENIERIA,NO,1392.57
y3508647,INGENIERIA,NO,1395.03
z5903584,INGENIERIA,NO,1395.96
x5022646,INGENIERIA,NO,1401.1
y4429447,INGENIERIA,NO,1401.884
z3711336,INGENIERIA,NO,1403.03
x6877675,INGENIERIA,NO,1403.24
y5520727,INGENIERIA,NO,1407.474
z5474832,INGENIERIA,NO,1407.566
x5006450,INGENIERIA,NO,1412.06
y1642924,INGENIERIA,NO,1416.16
z0171791,INGENIERIA,NO,1420.53
x5191260,INGENIERIA,NO,1421.4
y3315998,INGENIERIA,NO,1426.64
z5780469,INGENIERIA,NO,1430.21
x3705969,INGENIERIA,NO,1434.64
y0457882,INGENIERIA,NO,1434.77
z6313476,INGENIERIA,NO,1435.47
x6813426,INGENIERIA,NO,1435.68
y4288778,INGENIERIA,NO,1442.49
z2114581,INGENIERIA,NO,1444.72
x3653898,INGENIERIA,NO,1447.26
y0018164,INGENIERIA,NO,1452.58
z3352095,INGENIERIA,NO,1452.68
x1575345,INGENIERIA,NO,1454.5
y7292167,INGENIERIA,NO,1456.96
z2411494,INGENIERIA,NO,1460.98
x6536090,INGENIERIA,NO,1467.696
y0909558,INGENIERIA,NO,1471.98
z2530595,INGENIERIA,NO,1477.416
x6075373,INGENIERIA,NO,1489.532
y6183244,INGENIERIA,NO,1493.252
z3648121,INGENIERIA,NO,1496.51
x3275540,INGENIERIA,NO,1496.63
y3982459,INGENIERIA,NO,1500.584
z3512596,INGENIERIA,NO,1502.46
x1568611,INGENIERIA,NO,1502.58
y0213826,INGENIERIA,NO,1503.33
z2859110,INGENIERIA,NO,1505.33
x3796274,INGENIERIA,NO,1507.174
y0850787,INGENIERIA,NO,1509.46
z0417398,INGENIERIA,NO,1511.97
x4373596,INGENIERIA,NO,1517.99
y0759275,INGENIERIA,NO,1518.83
z7130052,INGENIERIA,NO,1527.61
x7922954,INGENIERIA,NO,1531.696
y3798764,INGENIERIA,NO,1544.07
z2755236,INGENIERIA,NO,1546.8
x0066564,INGENIERIA,NO,1548.09
y0857524,INGENIERIA,NO,1548.28
z6745686,INGENIERIA,NO,1548.54
x5802565,INGENIERIA,NO,1555.504
y2412599,INGENIERIA,NO,1561.88
z0443095,INGENIERIA,NO,1564.74
x3266618,INGENIERIA,NO,1565.73
y3636726,INGENIERIA,NO,1567.86
z1441814,INGENIERIA,NO,1571.13
x7128535,INGENIERIA,NO,1572.22
y0850734,INGENIERIA,NO,1574.08
z3444486,INGENIERIA,NO,1576.76
x6655123,INGENIERIA,NO,1582.9
y7333788,INGENIERIA,NO,1592.64
z5395614,INGENIERIA,NO,1594.208
x5895277,INGENIERIA,NO,1594.73
y5609482,INGENIERIA,NO,1597.774
z3592399,INGENIERIA,NO,1607.82
x5993258,INGENIERIA,NO,1610.184
y4710416,INGENIERIA,NO,1613.62
z0176107,INGENIERIA,NO,1619.464
x5218453,INGENIERIA,NO,1631.82
y1063283,INGENIERIA,NO,1641.39
z6568920,INGENIERIA,NO,1652.56
x4501194,INGENIERIA,NO,1657.39
y1001080,INGENIERIA,NO,1733.33
z6752643,INGENIERIA,NO,1738.58
x2880207,INGENIERIA,NO,1756.29
y3640596,INGENIERIA,NO,1757.16
z0661062,INGENIERIA,NO,1757.7
x2076582,INGENIERIA,SI,1761.244
y1581138,INGENIERIA,SI,1767.87
z6040798,INGENIERIA,SI,1783.91
x0175162,INGENIERIA,SI,1801.71
y2544418,INGENIERIA,SI,1821.29
z2073749,INGENIERIA,SI,1823.26
x1497788,INGENIERIA,SI,1833.71
y3309751,INGENIERIA,SI,1835.06
z2182630,INGENIERIA,SI,1851.38
x1659504,INGENIERIA,SI,1865.7
y0759097,INGENIERIA,SI,1899.5
z1929652,INGENIERIA,SI,1901.114
x5506392,INGENIERIA,SI,1933.33
y5411300,INGENIERIA,SI,1935.034
z6906030,INGENIERIA,SI,2008.832
x7287476,INGENIERIA,SI,2047.37
y1749534,INGENIERIA,SI,2103.83
z0764568,INGENIERIA,SI,2139.56
x3868016,INGENIERIA,SI,2200.44
y4440557,INGENIERIA,SI,2364.47
z3355102,INGENIERIA,SI,2383.13
x4151600,INGENIERIA,SI,2427.57
y4766271,INGENIERIA,NO,476.2
z6301251,INGENIERIA,NO,720.44
x3538249,INGENIERIA,NO,814.37
y2608985,INGENIERIA,NO,846.818
z5246047,INGENIERIA,NO,853.4
x6654123,INGENIERIA,NO,901.928
y5529118,INGENIERIA,NO,916.506
z5746505,INGENIERIA,NO,956.31
x7343436,INGENIERIA,NO,971.26
y0983699,INGENIERIA,NO,975.95
z2948282,INGENIERIA,NO,976.406
x3523343,INGENIERIA,NO,983.81
y0850460,INGENIERIA,NO,1000.98
z7137259,INGENIERIA,NO,1067.32
x0472293,INGENIERIA,NO,1067.71
y0703550,INGENIERIA,NO,1071.87
z1488157,INGENIERIA,NO,1073.042
x4176600,INGENIERIA,NO,1086.02
y3298968,INGENIERIA,NO,1087.91
z0179664,INGENIERIA,NO,1112.964
x0481065,INGENIERIA,NO,1134.162
y0067075,INGENIERIA,NO,1145.382
z5732732,INGENIERIA,NO,1151.69
x0558268,INGENIERIA,NO,1158.066
y7287315,INGENIERIA,NO,1183.04
z1736218,INGENIERIA,NO,1201.16
x6282513,INGENIERIA,NO,1202.37
y3528251,INGENIERIA,NO,1205.986
z5997938,INGENIERIA,NO,1207.988
x0909813,INGENIERIA,NO,1211.9
y7679018,INGENIERIA,NO,1214.898
z0069247,INGENIERIA,NO,1227.48
x0462963,INGENIERIA,NO,1234.562
y3004796,INGENIERIA,NO,1234.89
z4531752,INGENIERIA,NO,1241.406
x5783761,INGENIERIA,NO,1245.29
y2688685,INGENIERIA,NO,1277.006
z1489212,INGENIERIA,NO,1282.19
x2644139,INGENIERIA,NO,1282.214
y3386761,INGENIERIA,NO,1295.222
z3361399,INGENIERIA,NO,1299.1
x5006167,INGENIERIA,NO,1302.91
y0908766,INGENIERIA,NO,1306.87
z4153316,INGENIERIA,NO,1312.186
x0909276,INGENIERIA,NO,1320.38
y7288616,INGENIERIA,NO,1322.1
z4838322,INGENIERIA,NO,1323.62
x0982902,INGENIERIA,NO,1329.56
y0261603,INGENIERIA,NO,1334.73
z2471517,INGENIERIA,NO,1340.22
x1856681,INGENIERIA,NO,1342.31
y0069987,INGENIERIA,NO,1342.37
z0967156,INGENIERIA,NO,1345
x5694236,INGENIERIA,NO,1349.25
y6865255,INGENIERIA,NO,1357.33
z0758835,INGENIERIA,NO,1357.95
x3645472,INGENIERIA,NO,1375.76
y4349185,INGENIERIA,NO,1376.33
z5784527,INGENIERIA,NO,1376.94
x0759286,INGENIERIA,NO,1378.03
y5573541,INGENIERIA,NO,1380.82
z1063821,INGENIERIA,NO,1380.84
x5880916,INGENIERIA,NO,1387.14
y3581156,INGENIERIA,NO,1390.86
z2627889,INGENIERIA,NO,1397.224
x3810913,INGENIERIA,NO,1408.94
y6022855,INGENIERIA,NO,1409.326
z1522179,INGENIERIA,NO,1409.86
x4570035,INGENIERIA,NO,1413.03
y0189316,INGENIERIA,NO,1419.44
z1661642,INGENIERIA,NO,1422.83
x4835752,INGENIERIA,NO,1424.682
y2775178,INGENIERIA,NO,1425.62
z0759149,INGENIERIA,NO,1427.99
x6147495,INGENIERIA,NO,1429.37
y8109535,INGENIERIA,NO,1434.02
z5280028,INGENIERIA,NO,1435.52
x4639929,INGENIERIA,NO,1436.79
y0069477,INGENIERIA,NO,1447.36
z3266755,INGENIERIA,NO,1448.74
x7079072,INGENIERIA,NO,1450.05
y3625031,INGENIERIA,NO,1472.29
z5545180,INGENIERIA,NO,1475.46
x6875678,INGENIERIA,NO,1478.44
y1864655,INGENIERIA,NO,1480.102
z5901590,INGENIERIA,NO,1483.482
x4819145,INGENIERIA,NO,1492.396
y2436215,INGENIERIA,NO,1496.08
z1966619,INGENIERIA,NO,1498.49
x4349296,INGENIERIA,NO,1503.44
y5848271,INGENIERIA,NO,1510.12
z3386765,INGENIERIA,NO,1512.84
x4057864,INGENIERIA,NO,1513.94
y5869104,INGENIERIA,NO,1531.52
z3390178,INGENIERIA,NO,1535.21
x6040039,INGENIERIA,NO,1536.73
y3385032,INGENIERIA,NO,1537.664
z6836728,INGENIERIA,NO,1542.5
x3523611,INGENIERIA,NO,1552.144
y4365003,INGENIERIA,NO,1569.12
z3735548,INGENIERIA,NO,1589.636
x4605091,INGENIERIA,NO,1590.2
y4654775,INGENIERIA,NO,1612.14
z3265468,INGENIERIA,NO,1615.13
x1953644,INGENIERIA,NO,1628.55
y7812369,INGENIERIA,NO,1628.664
z7807406,INGENIERIA,NO,1644.622
x5911537,INGENIERIA,NO,1650.67
y2686016,INGENIERIA,NO,1650.972
z3773836,INGENIERIA,NO,1653.68
x6285997,INGENIERIA,NO,1655.04
y3887378,INGENIERIA,NO,1657.374
z1478255,INGENIERIA,NO,1661.268
x2299144,INGENIERIA,NO,1665.31
y6948681,INGENIERIA,NO,1677.472
z0467520,INGENIERIA,NO,1697.28
x2480566,INGENIERIA,NO,1701.5
y3810918,INGENIERIA,NO,1704.83
z4395016,INGENIERIA,NO,1706.22
x0732842,INGENIERIA,NO,1708.52
y0453572,INGENIERIA,NO,1712.52
z2851336,INGENIERIA,NO,1723.45
x0174506,INGENIERIA,NO,1724
y0850381,INGENIERIA,NO,1727.12
z7235474,INGENIERIA,NO,1738.81
x4460341,INGENIERIA,NO,1740.24
y3776045,INGENIERIA,NO,1744.3
z1265432,INGENIERIA,NO,1745.39
x3890697,INGENIERIA,NO,1758.35
y3856140,INGENIERIA,NO,1765.28
z2460957,INGENIERIA,NO,1765.99
x0460299,INGENIERIA,NO,1774.09
y0850683,INGENIERIA,NO,1780.22
z1738388,INGENIERIA,NO,1784.04
x4378297,INGENIERIA,NO,1787.56
y0983080,INGENIERIA,NO,1787.7
z0850591,INGENIERIA,NO,1801.3
x4355206,INGENIERIA,NO,1803.406
y8005493,INGENIERIA,NO,1814.084
z5108667,INGENIERIA,NO,1822.604
x3183745,INGENIERIA,NO,1839.59
y2000420,INGENIERIA,NO,1845.95
z4153292,INGENIERIA,NO,1846.44
x8804173,INGENIERIA,NO,1850.05
y5221207,INGENIERIA,NO,1853.464
z1444411,INGENIERIA,NO,1861.3
x6810512,INGENIERIA,NO,1876.61
y0758673,INGENIERIA,NO,1885.364
z1852672,INGENIERIA,NO,1889.36
x1500977,INGENIERIA,NO,1894.04
y7155964,INGENIERIA,NO,1900.07
z6819280,INGENIERIA,NO,1901.56
x4216520,INGENIERIA,NO,1903.646
y6067828,INGENIERIA,NO,1905.96
z4156788,INGENIERIA,NO,1906.074
x2455170,INGENIERIA,NO,1912.174
y2909583,INGENIERIA,NO,1933.076
z5661137,INGENIERIA,SI,1936.364
x7133633,INGENIERIA,SI,1938.522
y2640773,INGENIERIA,SI,1961.692
z2689164,INGENIERIA,SI,1992.34
x5340647,INGENIERIA,SI,1993.79
y5475210,INGENIERIA,SI,1996.22
z0765380,INGENIERIA,SI,2003.922
x3762495,INGENIERIA,SI,2035.086
y2269763,INGENIERIA,SI,2053.604
z7284091,INGENIERIA,SI,2059.886
x3528447,INGENIERIA,SI,2062.388
y0983119,INGENIERIA,SI,2082.45
z3819587,INGENIERIA,SI,2134.54
x7226955,INGENIERIA,SI,2150.888
y4351128,INGENIERIA,SI,2171.88
z1254656,INGENIERIA,SI,2201.148
x3300766,INGENIERIA,SI,2209.79
y3988764,INGENIERIA,SI,2248.518
z5856616,INGENIERIA,SI,2272.52
x0331965,INGENIERIA,SI,2323.99
y5252128,INGENIERIA,SI,2333.788
z6937386,INGENIERIA,SI,2355.124
x0732645,INGENIERIA,NO,542.15
y0178800,INGENIERIA,NO,853.83
z0417745,INGENIERIA,NO,859.57
x0472257,INGENIERIA,NO,926.05
y6055868,INGENIERIA,NO,967.05
z6989975,INGENIERIA,NO,967.68
x3945549,INGENIERIA,NO,1027.72
y5925335,INGENIERIA,NO,1065
z0175000,INGENIERIA,NO,1068.552
x5719819,INGENIERIA,NO,1069.004
y3932102,INGENIERIA,NO,1105.69
z0497246,INGENIERIA,NO,1107.99
x0850692,INGENIERIA,NO,1140.356
y3775945,INGENIERIA,NO,1208.97
z5411316,INGENIERIA,NO,1225.15
x5868191,INGENIERIA,NO,1247.13
y6790911,INGENIERIA,NO,1256.04
z2948453,INGENIERIA,NO,1284.524
x6147497,INGENIERIA,NO,1294.28
y0908509,INGENIERIA,NO,1330.466
z5601184,INGENIERIA,NO,1355.43
x5394831,INGENIERIA,NO,1357.52
y4939904,INGENIERIA,NO,1387.4
z5454187,INGENIERIA,SI,1393.15
x1875258,INGENIERIA,SI,1394.33
y7535813,INGENIERIA,SI,1427.94
z4701349,INGENIERIA,SI,1457.074
x3417300,INGENIERIA,SI,1506.48
y0836479,INGENIERIA,SI,1511.52
z0080948,INGENIERIA,SI,1535.192
x1437726,INGENIERIA,SI,1576.16
y2743482,INGENIERIA,SI,1599.36
z3773418,INGENIERIA,SI,1615.81
x1460762,INGENIERIA,SI,1625.036
y3822238,INGENIERIA,SI,1628.58
z1745561,INGENIERIA,SI,1667.63
x5202749,INGENIERIA,SI,1689.19
y4618814,INGENIERIA,SI,1739.93
z3355115,INGENIERIA,SI,1758.48
x3707578,INGENIERIA,SI,1822.35
y3640838,INGENIERIA,SI,1964.63
z1350921,INGENIERIA,SI,2056.29
x2384054,INGENIERIA,SI,2133.69
y5942160,INGENIERIA,SI,2220.596
z0836709,INGENIERIA,SI,2461.31
x3517251,INGENIERIA,NO,769.97
y0171764,INGENIERIA,NO,924.7
z1614887,INGENIERIA,NO,991.44
x1666459,INGENIERIA,NO,992.878
y7471315,INGENIERIA,NO,1041.972
z7702560,INGENIERIA,NO,1080.93
x3272362,INGENIERIA,NO,1085.43
y4575057,INGENIERIA,NO,1123.06
z5711452,INGENIERIA,NO,1150.416
x3931099,INGENIERIA,NO,1170.65
y4860064,INGENIERIA,NO,1178.67
z6722660,INGENIERIA,NO,1193.22
x5167410,INGENIERIA,NO,1246.73
y5530798,INGENIERIA,NO,1260.07
z4227456,INGENIERIA,NO,1290.24
x4402719,INGENIERIA,NO,1292.74
y4642879,INGENIERIA,NO,1305.88
z4692509,INGENIERIA,NO,1308.65
x5691493,INGENIERIA,NO,1339.71
y1700939,INGENIERIA,NO,1350.31
z3649912,INGENIERIA,NO,1350.68
x5689769,INGENIERIA,NO,1363.33
y0543514,INGENIERIA,NO,1422.72
z6919179,INGENIERIA,NO,1429.406
x6399602,INGENIERIA,NO,1430.978
y4217071,INGENIERIA,NO,1437.17
z7439557,INGENIERIA,NO,1446.11
x3942638,INGENIERIA,NO,1467.09
y2451700,INGENIERIA,SI,1470.97
z6137503,INGENIERIA,SI,1474.26
x7492549,INGENIERIA,SI,1484.092
y6929841,INGENIERIA,SI,1505.946
z6481368,INGENIERIA,SI,1533.68
x5982190,INGENIERIA,SI,1542.01
y5691523,INGENIERIA,SI,1564.314
z4167637,INGENIERIA,SI,1616.2
x1093831,INGENIERIA,SI,1620.32
y4057981,INGENIERIA,SI,1751.12
z3714357,INGENIERIA,SI,1786.54
x6803867,INGENIERIA,SI,1825.654
y3710014,INGENIERIA,SI,1886.57
z4348219,INGENIERIA,SI,1916.042
x1461945,INGENIERIA,SI,1924.5
y4705025,INGENIERIA,SI,1966.122
z1484372,INGENIERIA,SI,1979.4
x0983391,INGENIERIA,SI,2010.068
y0231595,INGENIERIA,NO,607.642
z3744064,INGENIERIA,NO,754.78
x0174530,INGENIERIA,NO,818.84
y1868165,INGENIERIA,NO,827.11
z4829947,INGENIERIA,NO,895.82
x2078307,INGENIERIA,NO,909.73
y3648011,INGENIERIA,NO,961.92
z0759081,INGENIERIA,NO,969.28
x3527035,INGENIERIA,NO,973.95
y7339336,INGENIERIA,NO,1009.99
z5601216,INGENIERIA,NO,1033.1
x0850553,INGENIERIA,NO,1039.3
y6819028,INGENIERIA,NO,1048.68
z7092919,INGENIERIA,NO,1090.26
x5352855,INGENIERIA,NO,1102.3
y1958533,INGENIERIA,NO,1102.632
z5850376,INGENIERIA,NO,1113.78
x3711261,INGENIERIA,NO,1124.54
y6360596,INGENIERIA,NO,1129.56
z6077104,INGENIERIA,NO,1138.264
x4242054,INGENIERIA,NO,1143
y7501359,INGENIERIA,NO,1167.26
z6814858,INGENIERIA,NO,1174.25
x3648398,INGENIERIA,NO,1184.912
y4624418,INGENIERIA,NO,1189.062
z4725580,INGENIERIA,NO,1234.846
x3820052,INGENIERIA,NO,1241.988
y3902769,INGENIERIA,NO,1264.41
z2705992,INGENIERIA,NO,1283.23
x3819537,INGENIERIA,NO,1285.996
y6454282,INGENIERIA,NO,1289.59
z1441800,INGENIERIA,NO,1297.12
x0472312,INGENIERIA,NO,1297.904
y3266762,INGENIERIA,NO,1311.75
z5805039,INGENIERIA,NO,1315.85
x0068626,INGENIERIA,NO,1336.436
y6654127,INGENIERIA,NO,1340.8
z4636081,INGENIERIA,NO,1345.2
x3812336,INGENIERIA,NO,1354.996
y3432568,INGENIERIA,NO,1365.34
z3183203,INGENIERIA,NO,1374.49
x6270064,INGENIERIA,NO,1380.33
y7506917,INGENIERIA,NO,1389.5
z3609983,INGENIERIA,NO,1392.94
x7052284,INGENIERIA,NO,1393.02
y5885952,INGENIERIA,NO,1399.86
z5662457,INGENIERIA,NO,1408.042
x5401016,INGENIERIA,NO,1418.684
y3264983,INGENIERIA,NO,1429.36
z7079871,INGENIERIA,NO,1436.37
x3809783,INGENIERIA,NO,1441.5
y1854232,INGENIERIA,NO,1448.95
z1991749,INGENIERIA,NO,1454.18
x3770129,INGENIERIA,NO,1463.83
y3477183,INGENIERIA,NO,1466.06
z4178543,INGENIERIA,NO,1467.08
x0417305,INGENIERIA,NO,1471.6
y3759131,INGENIERIA,NO,1472.84
z6830202,INGENIERIA,NO,1473.794
x5982016,INGENIERIA,NO,1479.89
y6984440,INGENIERIA,NO,1507.57
z4432209,INGENIERIA,NO,1515.78
x3817927,INGENIERIA,NO,1530.24
y7908329,INGENIERIA,NO,1542.9
z1137146,INGENIERIA,NO,1557.56
x3595736,INGENIERIA,NO,1572.53
y4153014,INGENIERIA,NO,1577.64
z1598409,INGENIERIA,NO,1591.026
x4421823,INGENIERIA,NO,1594.4
y4629108,INGENIERIA,NO,1596.532
z5007264,INGENIERIA,NO,1608.88
x4046721,INGENIERIA,NO,1612.14
y4808419,INGENIERIA,NO,1613.016
z3360315,INGENIERIA,NO,1613.41
x3647491,INGENIERIA,NO,1622.09
y3648179,INGENIERIA,SI,1630.6
z0067800,INGENIERIA,SI,1642.23
x1920497,INGENIERIA,SI,1650.14
y2005122,INGENIERIA,SI,1653.454
z6648219,INGENIERIA,SI,1655.75
x0203963,INGENIERIA,SI,1675.81
y3711349,INGENIERIA,SI,1693.17
z4238328,INGENIERIA,SI,1705.344
x0254974,INGENIERIA,SI,1739.29
y0172657,INGENIERIA,SI,1772.38
z5479570,INGENIERIA,SI,1772.72
x4836237,INGENIERIA,SI,1775.02
y4057945,INGENIERIA,SI,1792.896
z1951184,INGENIERIA,SI,1832.32
x7690282,INGENIERIA,SI,1858.146
y3269387,INGENIERIA,SI,1861.36
z4057943,INGENIERIA,SI,1893.826
x7573273,INGENIERIA,SI,1894.53
y5503133,INGENIERIA,SI,1920.77
z3647818,INGENIERIA,SI,1978.45
x4349933,INGENIERIA,SI,2044.54
y4701345,INGENIERIA,SI,2058.19
z4173205,INGENIERIA,NO,549.14
x1888266,INGENIERIA,NO,754.65
y7153108,INGENIERIA,NO,796.65
z0525777,INGENIERIA,NO,831.96
x3638744,INGENIERIA,NO,865.06
y6989250,INGENIERIA,NO,899.54
z6875327,INGENIERIA,NO,925.24
x1091935,INGENIERIA,NO,931.83
y3521900,INGENIERIA,NO,938.15
z7168914,INGENIERIA,NO,958.43
x3643072,INGENIERIA,NO,1008.77
y0437620,INGENIERIA,NO,1043.28
z5881288,INGENIERIA,NO,1068.53
x6933129,INGENIERIA,NO,1078.54
y3771755,INGENIERIA,NO,1101.868
z6009180,INGENIERIA,NO,1166.18
x0758654,INGENIERIA,NO,1166.598
y1807503,INGENIERIA,NO,1185.76
z6735404,INGENIERIA,NO,1220.67
x8595725,INGENIERIA,NO,1225.656
y0646967,INGENIERIA,NO,1230.262
z6770741,INGENIERIA,NO,1234.5
x5065376,INGENIERIA,NO,1236.996
y0176970,INGENIERIA,NO,1248.814
z4462431,INGENIERIA,NO,1252.23
x5236800,INGENIERIA,NO,1255.26
y2015840,INGENIERIA,NO,1265.61
z3478589,INGENIERIA,NO,1265.94
x1743415,INGENIERIA,NO,1278.33
y0594917,INGENIERIA,NO,1279.74
z4054255,INGENIERIA,NO,1296.77
x5240724,INGENIERIA,NO,1297.18
y4374664,INGENIERIA,NO,1315.07
z0224771,INGENIERIA,NO,1343.87
x1974684,INGENIERIA,NO,1345.75
y5315560,INGENIERIA,NO,1359.04
z1922592,INGENIERIA,NO,1368.664
x0758582,INGENIERIA,NO,1378.12
y6837322,INGENIERIA,NO,1382.26
z3538179,INGENIERIA,NO,1416.65
x5712501,INGENIERIA,NO,1426.56
y1953434,INGENIERIA,NO,1434.92
z3517253,INGENIERIA,NO,1436.94
x4491119,INGENIERIA,NO,1458.82
y0173904,INGENIERIA,NO,1464.39
z3773475,INGENIERIA,NO,1475.1
x7388439,INGENIERIA,NO,1477.24
y5894457,INGENIERIA,NO,1482.89
z5545185,INGENIERIA,NO,1500.61
x0758765,INGENIERIA,NO,1506.756
y1953298,INGENIERIA,NO,1548.3
z5828162,INGENIERIA,NO,1558.902
x7566466,INGENIERIA,NO,1565.23
y3691900,INGENIERIA,NO,1571.136
z0848056,INGENIERIA,SI,1582.9
x0983327,INGENIERIA,SI,1599.856
y5208866,INGENIERIA,SI,1605.336
z1378835,INGENIERIA,SI,1606.46
x3254610,INGENIERIA,SI,1631.272
y5784528,INGENIERIA,SI,1665.434
z1249774,INGENIERIA,SI,1667.43
x5796260,INGENIERIA,SI,1673.132
y5826751,INGENIERIA,SI,1676.63
z3819890,INGENIERIA,SI,1677.498
x2815549,INGENIERIA,SI,1687.242
y6602199,INGENIERIA,SI,1707.42
z5609208,INGENIERIA,SI,1708.27
x6944237,INGENIERIA,SI,1726.94
y2328387,INGENIERIA,SI,1745.77
z4642765,INGENIERIA,SI,1760.772
x5555293,INGENIERIA,SI,1770.688
y1522207,INGENIERIA,SI,1819.944
z1267132,INGENIERIA,SI,1833.93
x3210394,INGENIERIA,SI,1880.94
y4606577,INGENIERIA,SI,1944.91
z0496198,INGENIERIA,SI,1966.752
x6208765,INGENIERIA,NO,706.974
y5514000,INGENIERIA,NO,709.79
z0596820,INGENIERIA,NO,909.018
x1524073,INGENIERIA,SI,1010.48
y6908102,INGENIERIA,SI,1019.92
z3642896,INGENIERIA,SI,1028.762
x6929817,INGENIERIA,SI,1068.28
y0065334,INGENIERIA,SI,1088.72
z1440519,INGENIERIA,SI,1110.904
x0072151,INGENIERIA,SI,1140.254
y6281442,INGENIERIA,SI,1194.85
z0506369,INGENIERIA,SI,1212.54
x2709491,INGENIERIA,SI,1248.78
y3945467,INGENIERIA,SI,1253.42
z6536017,INGENIERIA,SI,1321.446
x3807558,INGENIERIA,SI,1325.83
y5894450,INGENIERIA,SI,1335.83
z0217398,INGENIERIA,SI,1392.2
x1437592,INGENIERIA,SI,1399.87
y4120884,INGENIERIA,SI,1475.8
z3525740,INGENIERIA,SI,1478.008
x3528479,INGENIERIA,SI,1491.55
y0759251,INGENIERIA,SI,1506.89
z1464942,INGENIERIA,SI,1534.528
x5434716,INGENIERIA,SI,1955.27
y3942170,INGENIERIA,NO,1033.02
z1834438,INGENIERIA,SI,1047.914
x5884827,INGENIERIA,SI,1086.13
y4879016,INGENIERIA,SI,1159.7
z4841062,INGENIERIA,SI,1172.592
x7207208,INGENIERIA,SI,1252.83
y5997909,INGENIERIA,SI,1261.88
z0068058,INGENIERIA,SI,1305.9
x0934122,INGENIERIA,SI,1316.99
y1576173,INGENIERIA,SI,1409.702
z6369684,INGENIERIA,SI,1442.12
x3269394,INGENIERIA,SI,1474.04
y5360174,INGENIERIA,SI,1542.01
z6606675,INGENIERIA,SI,1585.092
x0850181,INGENIERIA,SI,1609.044
y4058008,INGENIERIA,SI,1718.834
z5950088,INGENIERIA,SI,1745.942
x3525177,INGENIERIA,SI,1872.29
y0453640,INGENIERIA,SI,1925.79
z0685011,INGENIERIA,NO,726.676
x6634216,INGENIERIA,NO,747.32
y6695781,INGENIERIA,NO,801.624
z5090613,INGENIERIA,NO,855.91
x3820043,INGENIERIA,NO,891.07
y0174706,INGENIERIA,NO,932.51
z1547574,INGENIERIA,NO,980.07
x7531292,INGENIERIA,NO,1013.57
y0179703,INGENIERIA,NO,1032.01
z7338462,INGENIERIA,NO,1051.94
x5721687,INGENIERIA,NO,1076.35
y5517852,INGENIERIA,NO,1104.25
z5890000,INGENIERIA,NO,1106.51
x0172308,INGENIERIA,NO,1107.08
y3340249,INGENIERIA,NO,1111.4
z3946333,INGENIERIA,NO,1118.9
x1109144,INGENIERIA,NO,1146.02
y0170525,INGENIERIA,NO,1146.1
z4821743,INGENIERIA,NO,1164.41
x2412967,INGENIERIA,NO,1167.02
y0069413,INGENIERIA,NO,1181.09
z4947693,INGENIERIA,NO,1181.596
x3636333,INGENIERIA,NO,1183.65
y3773951,INGENIERIA,NO,1194.42
z3744924,INGENIERIA,NO,1198.42
x3252525,INGENIERIA,NO,1203.01
y5602618,INGENIERIA,NO,1211.8
z3994570,INGENIERIA,NO,1222.958
x3236849,INGENIERIA,NO,1241.116
y0764851,INGENIERIA,NO,1262.272
z5814214,INGENIERIA,NO,1270.85
x4658021,INGENIERIA,NO,1280.69
y1064434,INGENIERIA,NO,1286.54
z5387889,INGENIERIA,NO,1294.03
x2122726,INGENIERIA,NO,1295.71
y1883277,INGENIERIA,NO,1298.02
z5348854,INGENIERIA,NO,1301.88
x7016748,INGENIERIA,NO,1321.082
y5818684,INGENIERIA,NO,1322.7
z5710993,INGENIERIA,NO,1323.67
x1859934,INGENIERIA,NO,1343.4
y4624497,INGENIERIA,NO,1354.27
z7079662,INGENIERIA,NO,1359.522
x6149451,INGENIERIA,NO,1363.87
y5701693,INGENIERIA,NO,1367.59
z1655687,INGENIERIA,NO,1384.48
x1529599,INGENIERIA,NO,1393.1
y4574552,INGENIERIA,NO,1404.442
z5839808,INGENIERIA,NO,1409.98
x0456228,INGENIERIA,NO,1442.226
y0417378,INGENIERIA,NO,1454.93
z4355322,INGENIERIA,NO,1481.42
x0172667,INGENIERIA,NO,1485.688
y5386823,INGENIERIA,SI,1490.994
z3579363,INGENIERIA,SI,1491.81
x5318639,INGENIERIA,SI,1498.44
y0174766,INGENIERIA,SI,1505.504
z5978533,INGENIERIA,SI,1507.34
x5382913,INGENIERIA,SI,1519.604
y7811890,INGENIERIA,SI,1543.172
z5661819,INGENIERIA,SI,1575.47
x1955775,INGENIERIA,SI,1587.174
